yearmonth,Sum of fare_amount
40135138,20.9
40136126,20.9
40138852,20.9
40261607,20.9
40666673,20.9
40774792,20.9
40950094,20.9
41068914,20.9
41284479,20.9
41442798,20.9
41543179,20.9
41583640,20.9
41674820,20.9
41921634,20.9
42021246,20.9
42852827,20.9
42855816,20.9
43034237,20.9
43174165,20.9
43176784,20.9
43239478,20.9
43402604,20.9
43510590,20.9
43668340,20.9
43852176,20.9
44279107,20.9
44805859,20.9
45110019,20.9
45534400,20.9
45797011,20.9
45960694,20.9
46318098,20.9
46364692,20.9
46515058,20.9
46922810,20.9
46966149,20.9
46971796,20.9
47011461,20.9
47204076,20.9
47273130,20.9
47362965,20.9
47682086,20.9
48153628,20.9
48625303,20.9
48629609,20.9
49217940,20.9
49234064,20.9
49317256,20.9
49360599,20.9
49481840,20.9
49531624,20.9
49670175,20.9
49924212,20.9
50140642,20.9
50172607,20.9
50313305,20.9
50701999,20.9
50845043,20.9
51051140,20.9
51559143,20.9
52133416,20.9
52435120,20.9
52925708,20.9
53194496,20.9
53420259,20.9
53695507,20.9
53705835,20.9
53707712,20.9
54036500,20.9
54443707,20.9
54536746,20.9
54674048,20.9
54979124,20.9
55121282,20.9
55354630,20.9
20434031,20.83
24393136,20.83
24840606,20.83
42885979,20.83
50282834,20.83
50738790,20.83
52144058,20.83
25644812,20.8
27525135,20.8
45088882,20.8
3214629,20.7
14322064,20.7
19059452,20.7
23987179,20.7
24532608,20.7
46498345,20.7
27368528,20.67
53735052,20.67
6347313,20.6
17995694,20.6
19820060,20.6
19882770,20.6
32422071,20.6
36083060,20.6
38727846,20.6
47589103,20.54
59951,20.5
214363,20.5
405054,20.5
472005,20.5
510995,20.5
608410,20.5
615974,20.5
631276,20.5
636612,20.5
684999,20.5
939347,20.5
1009656,20.5
1070425,20.5
1196597,20.5
1271732,20.5
1376602,20.5
1403819,20.5
1430999,20.5
1602547,20.5
1634751,20.5
1652630,20.5
1712224,20.5
1719245,20.5
1837297,20.5
1873605,20.5
1913467,20.5
1958948,20.5
2148503,20.5
2377875,20.5
2387366,20.5
2556853,20.5
2580921,20.5
2606707,20.5
2678724,20.5
2798305,20.5
2846071,20.5
2914113,20.5
2953045,20.5
3026269,20.5
3031335,20.5
3055935,20.5
3153825,20.5
3208330,20.5
3414774,20.5
3529001,20.5
3544785,20.5
3651013,20.5
3770683,20.5
3832692,20.5
3845024,20.5
4050991,20.5
4063985,20.5
4083586,20.5
4168794,20.5
4234422,20.5
4268014,20.5
4316171,20.5
4365988,20.5
4413702,20.5
4504766,20.5
4507030,20.5
4553692,20.5
4730638,20.5
4785263,20.5
4896223,20.5
4968114,20.5
4969655,20.5
4984916,20.5
5019210,20.5
5117029,20.5
5189942,20.5
5269088,20.5
5673777,20.5
5690419,20.5
5808162,20.5
5812673,20.5
6100719,20.5
6177391,20.5
6233098,20.5
6269807,20.5
6378479,20.5
6476817,20.5
6675785,20.5
6894640,20.5
7107091,20.5
7344184,20.5
7365204,20.5
7469656,20.5
7596950,20.5
7641329,20.5
7915722,20.5
8068860,20.5
8071805,20.5
8127083,20.5
8172068,20.5
8297820,20.5
8325830,20.5
8349797,20.5
8429636,20.5
8443626,20.5
8472803,20.5
8720540,20.5
8724424,20.5
8838436,20.5
9103639,20.5
9192271,20.5
9230205,20.5
9284198,20.5
9474307,20.5
9662447,20.5
10057608,20.5
10219210,20.5
10448995,20.5
10453124,20.5
10524709,20.5
10554917,20.5
10566263,20.5
10589747,20.5
10599219,20.5
10759300,20.5
10786773,20.5
10919243,20.5
10933828,20.5
10987441,20.5
10999628,20.5
10999641,20.5
11332667,20.5
11369929,20.5
11480358,20.5
11507328,20.5
11522734,20.5
11547270,20.5
11701881,20.5
11737361,20.5
11768646,20.5
11862087,20.5
11929025,20.5
12072175,20.5
12082003,20.5
12199753,20.5
12298737,20.5
12300748,20.5
12359781,20.5
12476426,20.5
12622050,20.5
12701272,20.5
12722203,20.5
12728975,20.5
12729853,20.5
12763048,20.5
12848016,20.5
12877601,20.5
12882128,20.5
12965810,20.5
12981188,20.5
13070380,20.5
13091815,20.5
13275666,20.5
13350180,20.5
13658004,20.5
13691915,20.5
13800174,20.5
13800241,20.5
13856451,20.5
14017174,20.5
14135162,20.5
14279292,20.5
14532233,20.5
14612162,20.5
14688180,20.5
14789195,20.5
14853191,20.5
14927477,20.5
14946474,20.5
15027532,20.5
15032378,20.5
15116634,20.5
15193136,20.5
15244581,20.5
15369242,20.5
15388502,20.5
15435200,20.5
15471227,20.5
15477213,20.5
15529782,20.5
15589913,20.5
15604603,20.5
15740454,20.5
15772179,20.5
15787864,20.5
15977754,20.5
16078600,20.5
16123484,20.5
16233922,20.5
16234102,20.5
16239191,20.5
16285818,20.5
16347759,20.5
16439196,20.5
16468374,20.5
16503467,20.5
16682309,20.5
16830314,20.5
17022749,20.5
17025883,20.5
17044587,20.5
17096457,20.5
17298699,20.5
17453107,20.5
17554306,20.5
17611742,20.5
17897891,20.5
18036149,20.5
18169143,20.5
18218834,20.5
18220801,20.5
18237542,20.5
18276771,20.5
18569527,20.5
18725202,20.5
18827059,20.5
18839525,20.5
18861102,20.5
18999372,20.5
19094235,20.5
19149314,20.5
19168852,20.5
19186422,20.5
19499427,20.5
19625371,20.5
19754498,20.5
19807221,20.5
20093673,20.5
20182581,20.5
20287874,20.5
20333391,20.5
20385147,20.5
20391494,20.5
20429862,20.5
20440685,20.5
20580866,20.5
20622983,20.5
20657221,20.5
20670718,20.5
20786102,20.5
20969214,20.5
21109892,20.5
21128682,20.5
21173108,20.5
21227181,20.5
21269029,20.5
21313326,20.5
21337633,20.5
21460301,20.5
21566136,20.5
21734118,20.5
21779766,20.5
21872995,20.5
21880539,20.5
21959063,20.5
22032164,20.5
22103843,20.5
22274823,20.5
22395807,20.5
22451397,20.5
22456241,20.5
22483561,20.5
22535015,20.5
22553920,20.5
22607679,20.5
22690241,20.5
22746147,20.5
22762921,20.5
22829359,20.5
22902890,20.5
22997103,20.5
23260594,20.5
23347449,20.5
23438299,20.5
23461071,20.5
23490780,20.5
23499060,20.5
23605926,20.5
23612006,20.5
23758526,20.5
23787697,20.5
23845083,20.5
23871869,20.5
23955516,20.5
24112686,20.5
24112693,20.5
24182043,20.5
24322069,20.5
24342687,20.5
24402792,20.5
24452422,20.5
24485462,20.5
24510020,20.5
24511453,20.5
24520119,20.5
24672526,20.5
24679031,20.5
24687774,20.5
24713395,20.5
24725335,20.5
24786117,20.5
24935487,20.5
24967645,20.5
24969032,20.5
25058596,20.5
25106812,20.5
25219337,20.5
25308692,20.5
25345184,20.5
25464906,20.5
25520457,20.5
25523738,20.5
26054240,20.5
26054633,20.5
26121767,20.5
26136813,20.5
26273492,20.5
26331357,20.5
26357868,20.5
26399706,20.5
26423026,20.5
26543012,20.5
26573255,20.5
26597958,20.5
26675995,20.5
26687478,20.5
26769373,20.5
26829633,20.5
26923413,20.5
27142423,20.5
27156356,20.5
27224412,20.5
27238028,20.5
27288045,20.5
27471418,20.5
27527635,20.5
27651986,20.5
27801886,20.5
27834701,20.5
27840580,20.5
27916288,20.5
27947425,20.5
28191888,20.5
28228379,20.5
28233283,20.5
28239906,20.5
28347735,20.5
28423484,20.5
28464379,20.5
28516868,20.5
28576553,20.5
28842548,20.5
28875188,20.5
28910447,20.5
28918575,20.5
28954238,20.5
28980935,20.5
28981375,20.5
29037014,20.5
29077172,20.5
29398206,20.5
29409513,20.5
29485745,20.5
29596901,20.5
29633989,20.5
29862466,20.5
29897691,20.5
30042167,20.5
30278203,20.5
30353416,20.5
30415502,20.5
30432134,20.5
30494462,20.5
30596705,20.5
30697103,20.5
30915893,20.5
31090532,20.5
31206576,20.5
31231913,20.5
31243955,20.5
31253002,20.5
31324181,20.5
31385199,20.5
31447620,20.5
31470133,20.5
31786005,20.5
31795055,20.5
31825528,20.5
31841487,20.5
31860483,20.5
31897571,20.5
31938348,20.5
32012424,20.5
32151961,20.5
32191390,20.5
32291514,20.5
32307664,20.5
32349745,20.5
32411690,20.5
32441606,20.5
32509285,20.5
32620520,20.5
32678108,20.5
32941184,20.5
33097448,20.5
33191485,20.5
33281278,20.5
33379831,20.5
33428046,20.5
33597995,20.5
33640827,20.5
33660708,20.5
33825972,20.5
33832404,20.5
33913587,20.5
34286857,20.5
34368121,20.5
34543560,20.5
34579279,20.5
34622981,20.5
34780398,20.5
34900645,20.5
35001348,20.5
35169051,20.5
35173590,20.5
35195726,20.5
35283944,20.5
35292641,20.5
35302691,20.5
35312917,20.5
35613069,20.5
35676463,20.5
35691010,20.5
35878472,20.5
35916666,20.5
36109947,20.5
36136110,20.5
36143040,20.5
36290514,20.5
36431641,20.5
36479772,20.5
36526300,20.5
36734983,20.5
36900367,20.5
36964622,20.5
36974808,20.5
36999109,20.5
37106459,20.5
37258995,20.5
37347177,20.5
37413514,20.5
37524314,20.5
37597180,20.5
37604962,20.5
37746225,20.5
37752065,20.5
38025170,20.5
38078855,20.5
38125450,20.5
38260584,20.5
38507134,20.5
38703576,20.5
38791276,20.5
38811854,20.5
38819700,20.5
38970324,20.5
38998140,20.5
38999865,20.5
39038993,20.5
39070729,20.5
39194737,20.5
39220566,20.5
39293201,20.5
39306225,20.5
39394663,20.5
39432473,20.5
39438112,20.5
39456022,20.5
39460560,20.5
39487785,20.5
39516059,20.5
39556465,20.5
39756504,20.5
39816531,20.5
39834470,20.5
39884345,20.5
39942798,20.5
39969944,20.5
39975369,20.5
40276312,20.5
40415744,20.5
40484229,20.5
40629391,20.5
40739952,20.5
40771437,20.5
40795456,20.5
40836454,20.5
40853426,20.5
40869147,20.5
40891993,20.5
41025309,20.5
41025734,20.5
41107764,20.5
41125347,20.5
41127250,20.5
41215808,20.5
41399637,20.5
41453246,20.5
41547482,20.5
41700696,20.5
42062497,20.5
42089391,20.5
42149526,20.5
42167156,20.5
42183635,20.5
42364176,20.5
42396091,20.5
42398956,20.5
42414465,20.5
42442978,20.5
42458479,20.5
42512127,20.5
42603659,20.5
42657124,20.5
42807239,20.5
42849451,20.5
42926339,20.5
42940448,20.5
43083235,20.5
43131976,20.5
43220203,20.5
43252465,20.5
43285824,20.5
43598351,20.5
43851792,20.5
43920328,20.5
43936730,20.5
44123183,20.5
44170562,20.5
44185675,20.5
44228120,20.5
44232349,20.5
44259528,20.5
44312300,20.5
44432411,20.5
44545409,20.5
44623141,20.5
44707258,20.5
44784927,20.5
44847934,20.5
44952959,20.5
44953389,20.5
45014181,20.5
45040894,20.5
45063113,20.5
45241069,20.5
45311568,20.5
45331946,20.5
45388739,20.5
45427386,20.5
45492895,20.5
45594224,20.5
45612585,20.5
45714814,20.5
45805752,20.5
45851800,20.5
45937105,20.5
46006651,20.5
46064086,20.5
46088088,20.5
46124381,20.5
46141583,20.5
46229922,20.5
46269408,20.5
46325092,20.5
46354453,20.5
46389652,20.5
46399782,20.5
46402977,20.5
46422087,20.5
46478448,20.5
46480845,20.5
46585282,20.5
46630117,20.5
46725893,20.5
46784792,20.5
46988618,20.5
47122468,20.5
47333063,20.5
47365405,20.5
47484296,20.5
47544754,20.5
47765991,20.5
47804055,20.5
47865302,20.5
48050806,20.5
48073037,20.5
48205795,20.5
48296679,20.5
48492015,20.5
48493005,20.5
48536944,20.5
48569031,20.5
48704174,20.5
48755087,20.5
48825071,20.5
48840220,20.5
48876696,20.5
48944815,20.5
49117129,20.5
49135586,20.5
49160227,20.5
49188980,20.5
49345540,20.5
49369262,20.5
49397574,20.5
49751211,20.5
49832257,20.5
49835453,20.5
49872745,20.5
49873514,20.5
49899117,20.5
49946638,20.5
50067276,20.5
50328388,20.5
50332729,20.5
50697564,20.5
50730689,20.5
50852535,20.5
50862058,20.5
50924286,20.5
50935180,20.5
50943397,20.5
51071409,20.5
51145465,20.5
51233781,20.5
51372656,20.5
51582670,20.5
51615239,20.5
51618108,20.5
51787008,20.5
51924005,20.5
51949068,20.5
51992863,20.5
52038681,20.5
52108398,20.5
52132722,20.5
52272618,20.5
52285483,20.5
52496056,20.5
52701336,20.5
52749676,20.5
52793915,20.5
52843112,20.5
52960289,20.5
53025514,20.5
53139448,20.5
53171304,20.5
53189216,20.5
53359455,20.5
53505956,20.5
53578599,20.5
53603351,20.5
53687768,20.5
53753430,20.5
54050264,20.5
54147354,20.5
54153468,20.5
54198816,20.5
54201494,20.5
54333825,20.5
54343115,20.5
54381862,20.5
54474246,20.5
54530421,20.5
54552080,20.5
54647093,20.5
54718896,20.5
54739330,20.5
54785763,20.5
54940436,20.5
55077315,20.5
55161464,20.5
55163278,20.5
55210901,20.5
55251057,20.5
55295837,20.5
55302695,20.5
55324038,20.5
30318566,20.4
3635144,20.33
14577578,20.33
15119047,20.33
15163387,20.33
7683162,20.3
22526730,20.3
33212899,20.3
41925973,20.3
47755998,20.3
1483377,20.27
10237350,20.27
27883486,20.27
43579977,20.27
29974786,20.25
3122454,20.2
42057998,20.2
56717,20.1
118074,20.1
498299,20.1
910905,20.1
959604,20.1
1121271,20.1
1464053,20.1
1497749,20.1
1548590,20.1
1728373,20.1
1963747,20.1
2418201,20.1
3009156,20.1
3205912,20.1
3326383,20.1
3417114,20.1
3432217,20.1
3558365,20.1
3697714,20.1
3730932,20.1
3977281,20.1
4324632,20.1
4396766,20.1
4602038,20.1
4659611,20.1
4691412,20.1
4731813,20.1
4782433,20.1
5019986,20.1
5329678,20.1
5346135,20.1
5885244,20.1
6227839,20.1
6313845,20.1
6356946,20.1
6399374,20.1
6570883,20.1
6702843,20.1
6709855,20.1
6725660,20.1
7111976,20.1
7526818,20.1
7718009,20.1
7770040,20.1
7989164,20.1
8046312,20.1
8344363,20.1
8395998,20.1
8478345,20.1
8914337,20.1
8993181,20.1
9041546,20.1
9134115,20.1
9182007,20.1
9268856,20.1
9302503,20.1
9310864,20.1
9719409,20.1
9839300,20.1
9860451,20.1
10051614,20.1
10069357,20.1
10230250,20.1
10947363,20.1
11271566,20.1
11392876,20.1
11523173,20.1
11774489,20.1
11840984,20.1
11943780,20.1
12169789,20.1
12275177,20.1
12281678,20.1
12327158,20.1
12369963,20.1
13021673,20.1
13036093,20.1
13135376,20.1
13303281,20.1
13310494,20.1
13458567,20.1
13513917,20.1
13675075,20.1
13735546,20.1
14451316,20.1
14465790,20.1
14723710,20.1
14740142,20.1
14825992,20.1
15121585,20.1
15608945,20.1
15817470,20.1
16081701,20.1
16163040,20.1
16402301,20.1
16421960,20.1
16642710,20.1
17112160,20.1
17158779,20.1
17243470,20.1
17617899,20.1
17827910,20.1
17861981,20.1
18848090,20.1
19646837,20.1
19892795,20.1
20167562,20.1
20203309,20.1
20460112,20.1
20558531,20.1
21003733,20.1
21021815,20.1
21428586,20.1
21474562,20.1
21641846,20.1
21928711,20.1
22006128,20.1
22133443,20.1
22181144,20.1
22259042,20.1
22261320,20.1
22400031,20.1
22426494,20.1
22433183,20.1
22620324,20.1
22794233,20.1
23081376,20.1
23236207,20.1
23259293,20.1
23352470,20.1
23748034,20.1
24035065,20.1
24112031,20.1
24157520,20.1
24172461,20.1
24248019,20.1
24505270,20.1
25072930,20.1
25155077,20.1
25418977,20.1
25498999,20.1
25760754,20.1
26138075,20.1
26414700,20.1
26838333,20.1
26898470,20.1
27087216,20.1
27116234,20.1
27169360,20.1
27445524,20.1
27630231,20.1
28123252,20.1
28374214,20.1
28626195,20.1
28931885,20.1
29050289,20.1
29118830,20.1
29329297,20.1
29838017,20.1
29860281,20.1
29970123,20.1
30094518,20.1
30133305,20.1
30828150,20.1
31236240,20.1
31392723,20.1
31521968,20.1
31721834,20.1
31965435,20.1
32173391,20.1
32236217,20.1
32245840,20.1
32425288,20.1
32425948,20.1
32669660,20.1
32756178,20.1
32859603,20.1
33118595,20.1
33681898,20.1
33916157,20.1
33995048,20.1
34377319,20.1
34522220,20.1
34623751,20.1
35111213,20.1
35767571,20.1
35845650,20.1
35902173,20.1
35907008,20.1
36235065,20.1
36239133,20.1
36252005,20.1
36262983,20.1
36295360,20.1
36331481,20.1
36495789,20.1
36547112,20.1
36739700,20.1
36867026,20.1
37007615,20.1
37039343,20.1
37794940,20.1
37856681,20.1
38164969,20.1
38260410,20.1
38285931,20.1
38358484,20.1
38509024,20.1
38521762,20.1
38720436,20.1
39426061,20.1
39875925,20.1
40162565,20.1
40287573,20.1
40582957,20.1
40601229,20.1
40611117,20.1
40814490,20.1
40939448,20.1
41187065,20.1
41194786,20.1
41294566,20.1
41304313,20.1
41360023,20.1
41457739,20.1
41556664,20.1
41718738,20.1
41738444,20.1
41833270,20.1
41950828,20.1
42572201,20.1
42602897,20.1
42672930,20.1
43171746,20.1
43402630,20.1
43956277,20.1
44007237,20.1
44052222,20.1
44108149,20.1
44440205,20.1
44499291,20.1
44645532,20.1
44835524,20.1
45136250,20.1
45197310,20.1
45406903,20.1
45660511,20.1
45746457,20.1
46427463,20.1
46736915,20.1
46997798,20.1
47108351,20.1
47159435,20.1
47441266,20.1
47545977,20.1
47602506,20.1
47722106,20.1
47880452,20.1
48033333,20.1
48484613,20.1
48567049,20.1
49508726,20.1
49559155,20.1
49814938,20.1
49848102,20.1
49908199,20.1
50066681,20.1
50097679,20.1
50317588,20.1
50346579,20.1
50492551,20.1
50522812,20.1
50751318,20.1
50992650,20.1
51091055,20.1
51152480,20.1
51262339,20.1
51287197,20.1
51334873,20.1
51458126,20.1
51558318,20.1
51778741,20.1
52227456,20.1
52271204,20.1
52389668,20.1
52548146,20.1
52556236,20.1
52716212,20.1
52769415,20.1
52826983,20.1
52907347,20.1
53158752,20.1
53429476,20.1
53463432,20.1
53574756,20.1
53882364,20.1
53889493,20.1
54137443,20.1
54162838,20.1
54225400,20.1
54356467,20.1
54363826,20.1
54398327,20.1
54447509,20.1
54607720,20.1
54691969,20.1
54719066,20.1
54953227,20.1
54966750,20.1
54974581,20.1
55026417,20.1
55072673,20.1
88953,20
462723,20
473307,20
515898,20
551656,20
555010,20
566827,20
1064879,20
1229335,20
1251461,20
1661028,20
1695687,20
1796237,20
1803195,20
1881768,20
1889319,20
1913991,20
2036087,20
2045120,20
2114994,20
2148477,20
2323709,20
2504936,20
2808928,20
2845261,20
2876258,20
2899542,20
3070805,20
3195079,20
3297887,20
3370696,20
3452695,20
3601412,20
3637153,20
3642947,20
3792068,20
3914814,20
3958603,20
3979425,20
4044143,20
4049648,20
4544330,20
4677262,20
4919746,20
4965929,20
4967240,20
5122285,20
5177822,20
5308704,20
5418167,20
5501922,20
5573857,20
5740083,20
5777645,20
5792741,20
5799243,20
6124390,20
6269527,20
6304626,20
6309788,20
6385371,20
6653331,20
6935846,20
7024224,20
7074144,20
7080218,20
7085192,20
7478565,20
7546002,20
7562527,20
7569968,20
7576519,20
7588955,20
7597591,20
